IDENTITY_ID,TARGET_FLAG,OB_VC_Actv_Days,IB_VC_Actv_Days,GPRS_Actv_Days,OB_SMS_Actv_Days,IB_SMS_Actv_Days,RECH_Actv_Days,RECH_AMT,GPRS_REV,GPRS_SUB_REV,GPRS_FLAG,RECH_FLAG,GPRS_VOL_MB,Tech_Awareness,NW Experience,Sites_Perc,Target_SUB_Perc,Target_Conv_Perc
100,1,26,30,0,29,30,10,600,0,0,0,1,0,0,0.92,0.71,0.0611,0.0075
101,0,30,26,16,30,30,6,620,31.555,24,1,1,1310.6,1,0.96,0.12,0.013,0.0163
102,0,30,29,3,30,30,9,600,20.259,0,1,1,92.5,0,0.96,0.96,0.0809,0.0286
103,0,22,26,26,0,5,12,670,179.747,120,1,1,3291.3,1,0.98,0.12,0.0004,0.072
104,0,4,10,1,0,1,2,80,0,0,1,1,0.1,0,0.99,0.54,0.0483,0.0178
105,1,26,28,9,3,7,7,230,0,0,1,1,60.1,0,0.92,0.4,0.0231,0.0477
106,0,0,2,2,0,0,2,70,0,45,1,1,3603.4,1,0,0.68,0.0645,0.0304
107,0,8,8,2,29,30,1,100,9.45,0,1,1,0,0,0.98,0.96,0.0849,0.0671
108,0,1,1,28,0,1,0,0,153.581,0,1,0,2988.9,1,1,0.41,0.0407,0.0211
109,1,19,21,12,2,3,1,30,0,0,1,1,0.1,0,0.94,0.51,0.0463,0.0073
110,0,29,26,3,30,29,8,600,0,0,1,1,0.1,0,0.99,0.96,0.0849,0.0671
111,0,16,24,5,1,9,4,220,38.723,0,1,1,3.7,0,1,0.23,0.0269,0.0265
112,0,29,29,3,10,29,4,150,71.052,0,1,1,121.8,0,0.97,0.98,0.0903,0.0204
113,0,26,29,22,1,5,4,800,0,0,1,1,3305.7,1,0.96,0.9,0.0901,0.1266
114,1,20,30,1,8,7,2,300,0,0,1,1,3.3,1,0.96,0.38,0.0385,0.0165
115,0,10,27,1,30,30,3,150,0,0,1,1,0.3,0,0.98,0.59,0.0458,0.0023
116,0,16,29,30,26,30,8,1610,129.329,944,1,1,21850.4,1,0.98,0.79,0.0177,-0.0285
117,0,22,28,30,1,11,2,550,0,0,1,1,5323.2,1,1,0.12,0.0004,0.072
118,0,8,30,8,0,8,4,400,54.49,168,1,1,809.5,1,0.95,0.46,0.0239,0.0091
119,0,30,24,19,24,27,5,690,23.4,0,1,1,2096.2,1,0.96,0.34,0.0293,0.006
120,0,13,7,2,0,2,2,80,0,0,1,1,0,0,0.95,0.35,0.0536,0.0118
121,0,23,22,7,0,6,4,190,0,0,1,1,10.5,0,0.99,0.47,0.0321,0.014
122,1,16,14,12,30,30,6,800,64.863,400.98,1,1,10576.9,1,1,0.99,0.0788,0.0405
123,1,30,30,0,0,3,8,700,0,0,0,1,0,0,0.88,0.56,0.0586,0.0476
124,0,5,24,30,23,23,2,200,37.782,1.01,1,1,573,1,0.97,0.64,0.0123,-0.0083
125,1,23,27,30,8,12,11,1960,159.707,312.99,1,1,10799.2,1,1,0.99,0.0788,0.0405
126,1,4,19,8,0,2,1,200,0,1,1,1,1313.6,1,0.97,0.57,0.0551,0.0189
127,1,0,0,11,0,0,1,210,0,0,1,1,3798.1,1,1,0.9,0.0901,0.1266
128,1,3,5,30,2,2,1,50,28.556,0,1,1,2337.9,1,0.92,0.92,0.0997,0.0498
129,0,30,29,8,1,3,26,900,0,0,1,1,1.2,0,0.97,0.96,0.0849,0.0671
130,1,30,24,0,0,3,9,365,0,0,0,1,0,0,0.96,0.27,0.028,0.0253
131,1,9,27,0,1,9,1,100,0,0,0,1,0,0,0.94,0.99,0.0943,0.0147
132,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.46,0.0427,0.0026
133,1,27,23,0,5,13,5,330,0,0,0,1,0,0,0.96,0.55,0.0127,0.0254
134,0,25,19,26,19,22,2,80,33.793,0,1,1,840.3,0,0.97,0.64,0.0123,-0.0083
135,0,1,6,14,14,19,3,150,13.479,75,1,1,904.4,0,0.97,0.68,0.0645,0.0304
136,1,20,24,11,1,2,2,450,1.529,12,1,1,1189.5,1,0.98,0.9,0.0901,0.1266
137,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0.47,0.0321,0.014
138,0,27,24,13,2,8,1,350,0,0,1,1,80.1,0,0.96,0.99,0.0943,0.0147
139,1,7,30,0,0,3,1,35,0,0,0,1,0,0,0.99,0.78,0.0465,0.0156
140,1,15,21,1,5,6,3,180,0.75,0,1,1,0,0,0.98,0.57,0.0551,0.0189
141,1,2,23,2,0,1,1,50,0,0,1,1,3.9,0,0.99,0.79,0.0466,0.0136
142,0,11,8,11,0,16,2,240,5.546,160.1,1,1,4196.9,1,1,0.79,0.0466,0.0136
143,1,11,17,7,0,2,7,270,33.128,16,1,1,626,1,0.95,0.96,0.0809,0.0286
144,0,3,1,30,0,1,5,1100,69.014,0,1,1,14699.6,1,1,0.98,0.0903,0.0204
145,0,20,29,1,9,27,8,520,0,0,1,1,14.2,0,0.86,0.07,0.0225,0.0591
146,1,3,4,0,0,0,1,30,0,0,0,1,0,0,0.83,0.9,0.0705,0.0186
147,1,24,25,30,1,15,10,1400,125.016,528,1,1,5409.2,1,0.99,0.99,0.1007,0.0918
148,1,30,27,19,0,20,7,280,49.431,36,1,1,524.5,0,0.98,0.56,0.0586,0.0476
149,0,5,17,4,1,2,2,100,1.66,0,1,1,0.2,0,1,0.96,0.0849,0.0671
150,1,9,27,0,1,0,2,100,0,0,0,1,0,0,0.97,0.84,0.0552,-0.0028
151,0,3,27,1,1,3,1,100,0,0,1,1,1.2,0,0.98,0.67,0.0643,0.0194
152,1,10,23,8,15,16,5,350,75.109,104.1,1,1,2331.6,1,0.96,0.12,0.0004,0.072
153,0,8,29,1,30,30,2,150,0,0,1,1,0,0,0.97,0.64,0.0123,-0.0083
154,0,1,7,30,1,10,1,250,0.02,0,1,1,2705.2,1,1,0.38,0.0385,0.0165
155,0,12,23,24,2,1,2,400,18.564,170,1,1,4311.6,1,0.99,0.9,0.0705,0.0186
156,0,12,21,3,0,0,5,175,0,0,1,1,0.2,0,0.99,0.04,0.0109,0.0381
157,1,15,9,1,1,3,1,100,0,0,1,1,0.1,0,0.99,0.79,0.0466,0.0136
158,0,26,28,7,8,22,1,350,0,0,1,1,47.2,0,0.91,0.93,0.0723,0.0294
159,1,1,4,4,2,1,0,0,0,0,1,0,28.3,0,1,0.52,0.0315,0.0187
160,0,17,28,2,0,2,8,370,1.35,0,1,1,0,0,0.96,0.47,0.0273,-0.0075
161,1,2,14,13,1,2,1,190,14.4,108,1,1,440.4,1,0.93,0.96,0.0809,0.0286
162,1,4,9,0,0,3,1,100,0,0,0,1,0,0,0.94,0.12,0.0004,0.072
163,1,10,27,29,7,7,5,350,81,0,1,1,0.5,0,0.98,0.97,0.0886,0.0408
164,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.52,0.0315,0.0187
165,1,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0228,0.1219
166,0,14,29,10,1,9,2,150,72.927,0,1,1,80.4,1,0.99,0.55,0.0127,0.0254
167,0,15,29,30,1,15,14,769,125.681,132.02,1,1,8362.9,1,0.92,0.73,0.0523,0.0245
168,0,8,22,3,3,2,2,100,8.408,0,1,1,9.1,0,0.96,0.98,0.0903,0.0204
169,0,25,29,11,4,13,3,900,0,0,1,1,47.5,0,0.98,0.99,0.1007,0.0918
170,1,25,26,29,0,2,2,500,14.85,0,1,1,0.1,0,0.98,0.64,0.0445,0.0345
171,1,0,0,0,0,0,1,50,0,0,0,1,0,0,0,0.12,0.0004,0.072
172,0,20,24,30,1,4,5,1190,195.788,79,1,1,9223.7,1,1,0.12,0.0004,0.072
173,1,11,11,13,1,5,3,250,111.673,78,1,1,2035.7,1,0.97,0.69,0.0597,-0.0104
174,0,12,25,1,0,0,6,210,0,0,1,1,0,0,0.89,0.46,0.0445,-0.0081
175,1,29,28,24,6,24,1,50,1.35,0,1,1,1267,1,0.97,0.94,0.0616,-0.0008
176,1,2,29,0,0,2,1,50,0,0,0,1,0,0,0.95,0.44,0.044,0.0559
177,0,24,12,7,6,8,5,500,137.904,0,1,1,8.6,0,0.91,0.96,0.0849,0.0671
178,1,24,18,19,0,8,4,160,0,0.01,1,1,423.1,1,0.95,0.79,0.0466,0.0136
179,0,30,30,8,30,29,14,2030,103.959,112,1,1,1483.2,0,0.92,0.97,0.0886,0.0408
180,1,29,25,30,30,28,6,1100,4.5,170,1,1,18695,1,0.99,0.92,0.0643,0.0382
181,1,30,28,5,0,7,11,530,0,45,1,1,131.5,1,0.99,0.97,0.0886,0.0408
182,1,13,16,20,21,21,5,680,62.146,380,1,1,14752.3,1,0.98,0.78,0.0465,0.0156
183,1,16,15,16,1,1,1,50,18.908,0,1,1,424.3,1,0.98,0.42,0.0327,0.0091
184,0,28,23,21,17,12,6,970,39.764,32,1,1,1523.6,1,0.94,0.96,0.0809,0.0286
185,0,23,29,4,4,7,5,550,94.053,0,1,1,9.3,1,0.96,0.96,0.0849,0.0671
186,0,5,13,29,0,0,4,825,21.313,415,1,1,4825.8,1,0.98,0.64,0.0709,0.034
187,0,24,27,29,0,5,7,1450,379.615,0,1,1,3498.2,1,0.92,0.98,0.0903,0.0204
188,1,16,26,23,2,1,4,400,0,0,1,1,1375.7,1,0.95,0.92,0.0643,0.0382
189,0,3,4,13,0,0,1,100,0,0,1,1,121.3,0,1,0.97,0.0886,0.0408
190,0,9,30,6,1,7,2,200,54,0,1,1,4.9,1,1,0.99,0.0943,0.0147
191,0,5,4,12,26,30,1,100,1.56,0,1,1,0,0,1,0.96,0.0849,0.0671
192,0,2,16,5,0,0,2,100,48.193,0,1,1,13.7,1,0.98,0.59,0.0458,0.0023
193,0,16,24,2,0,3,3,150,7.675,0,1,1,1.7,0,0.96,0.97,0.0886,0.0408
194,0,17,17,1,25,25,2,246,0,0,1,1,0.1,0,0.98,0.98,0.0903,0.0204
195,1,30,30,4,3,6,8,1520,0,0,1,1,0.2,0,1,0.39,0.0177,0.0533
196,0,0,17,3,4,1,1,50,12.15,0,1,1,0.1,0,0.97,0.4,0.032,0.0077
197,0,13,6,20,1,0,7,1120,305.314,18,1,1,11448.3,1,0.88,0.92,0.0997,0.0498
198,0,28,28,6,8,20,1,350,0,0,1,1,495.9,1,0.96,0.9,0.0901,0.1266
199,1,25,27,0,2,3,10,480,0,0,0,1,0,0,0.95,0.96,0.0849,0.0671
200,0,19,22,18,25,26,7,780,10.137,87,1,1,6123,1,0.99,0.69,0.0597,-0.0104
201,0,30,30,6,26,22,3,850,0,0,1,1,680.3,1,0.97,0.9,0.0703,0.0117
202,0,4,26,21,5,20,2,100,32.251,6,1,1,180.8,1,0.97,0.98,0.0903,0.0204
203,0,2,0,10,1,1,3,300,61.323,174,1,1,3463.1,1,1,0.12,0.0004,0.072
204,0,9,24,15,28,30,4,320,31.659,106.03,1,1,1992.1,1,0.97,0.46,0.0427,0.0026
205,1,3,30,0,3,3,1,40,0,0,0,1,0,0,1,0.9,0.0703,0.0117
206,0,15,26,4,0,25,4,250,19.637,3,1,1,46.7,0,0.91,0.4,0.0231,0.0477
207,1,5,22,0,2,28,0,0,0,0,0,0,0,0,0.92,0.12,0.0164,-0.0004
208,1,27,26,0,0,13,1,50,0,0,0,1,0,0,1,0.73,0.0523,0.0245
209,0,5,7,1,2,3,1,100,8.301,0,1,1,1,1,0.94,0.45,0.0328,0.0587
210,0,19,21,30,1,10,3,1050,24.25,515,1,1,10302.2,1,0.99,0.68,0.0645,0.0304
211,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0.12,0.0004,0.072
212,0,7,20,4,30,30,2,130,16.219,0,1,1,1.1,0,1,0.64,0.0123,-0.0083
213,0,3,24,18,28,26,3,130,48.22,0.03,1,1,370,1,1,0.57,0.0551,0.0189
214,1,30,30,0,1,2,8,740,0,0,0,1,0,0,0.96,0.3,0.0331,0.0305
215,0,27,28,2,3,12,18,1005,0,0,1,1,0.1,0,0.96,0.84,0.0552,-0.0028
216,1,10,4,0,7,5,4,140,0,0,0,1,0,0,0.98,0.15,0.0163,-0.0121
217,0,5,14,2,15,17,2,200,0.768,4,1,1,11.1,0,0.82,0.96,0.0849,0.0671
218,0,6,26,4,1,2,3,150,5.625,16,1,1,496.3,1,0.99,0.98,0.0903,0.0204
219,1,20,19,0,5,3,4,250,0,0,0,1,0,0,0.98,0.25,0.0249,0.0092
220,0,24,25,4,24,29,3,600,71.26,0,1,1,24.3,0,0.89,0.9,0.0901,0.1266
221,0,26,13,1,0,1,1,30,0,0,1,1,0,0,0.94,0.48,0.0586,-0.0088
222,0,5,19,4,28,30,1,100,0,0.01,1,1,38.2,0,0.97,0.99,0.1007,0.0918
223,1,18,27,0,0,2,2,150,0,0,0,1,0,0,0.97,0.92,0.0643,0.0382
224,1,29,28,1,3,2,4,450,0,0,1,1,0,0,0.95,0.3,0.0333,0.0184
225,1,23,23,3,0,6,3,210,63.305,0,1,1,3,0,0.96,0.56,0.0586,0.0476
226,0,29,23,30,3,7,6,840,17.262,0,1,1,6032.1,0,0.98,0.68,0.0645,0.0304
227,1,2,2,0,0,0,1,50,0,0,0,1,0,0,0.97,0.12,0.0004,0.072
228,0,30,29,9,2,1,1,600,0,0,1,1,674.7,1,0.97,0.66,0.0467,0.021
229,1,20,21,0,0,1,3,300,0,0,0,1,0,0,0.88,0.51,0.0463,0.0073
230,1,9,19,0,0,0,2,150,0,0,0,1,0,0,0.88,0.92,0.0643,0.0382
231,0,15,28,3,0,6,4,400,54.375,0,1,1,21.6,1,0.96,0.92,0.0643,0.0382
232,0,18,19,16,1,4,1,350,6.002,0,1,1,623.1,1,0.98,0.92,0.0915,0.0083
233,1,7,24,0,0,5,2,129,0,0,0,1,0,0,0.94,0.85,0.0756,0.0531
234,0,22,20,17,24,21,5,1040,0,160,1,1,2982.5,1,0.98,0.47,0.0473,-0.0276
235,1,2,20,29,0,7,6,1300,259.524,780,1,1,12273.9,1,0.57,0.41,0.0154,0.0492
236,1,9,16,0,0,1,1,50,0,0,0,1,0,0,0.97,0.96,0.0849,0.0671
237,0,10,22,1,1,1,2,100,1.35,0,1,1,0,0,0.99,0.57,0.0339,0.0124
238,0,8,16,23,0,5,4,800,207.633,435,1,1,7028,1,0.98,0.9,0.0705,0.0186
239,1,3,10,15,0,5,3,570,33.037,170,1,1,3983,1,1,0.39,0.0177,0.0533
240,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.92,0.0643,0.0382
241,1,30,29,0,29,30,2,450,0,0,0,1,0,0,0.97,0.99,0.0943,0.0147
242,0,4,28,11,0,1,2,80,39.587,0.02,1,1,163,1,0.98,0.99,0.0943,0.0147
243,0,7,8,13,0,3,3,110,0,0,1,1,939.8,0,0.83,0.41,0.0154,0.0492
244,1,11,25,0,1,2,4,210,0,0,0,1,0,0,0.95,0.9,0.0705,0.0186
245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.0536,0.0118
246,1,17,29,26,10,2,7,385,72.9,0,1,1,0.4,0,0.98,0.79,0.0466,0.0136
247,1,29,24,0,0,0,1,50,0,0,0,1,0,0,0.93,0.79,0.0466,0.0136
248,1,11,12,1,7,4,7,400,0,0,1,1,0.5,0,0.97,0.9,0.0901,0.1266
249,1,26,28,30,1,29,5,210,70.757,28,1,1,4075.2,1,0.99,0.12,0.0004,0.072
250,1,4,23,0,0,8,2,80,0,0,0,1,0,0,0.98,0.97,0.0886,0.0408
251,0,23,16,2,0,6,3,300,36.45,0,1,1,0.5,0,0.99,0.52,0.0315,0.0187
252,1,30,29,6,0,8,3,210,0,0,1,1,0.1,0,0.98,0.9,0.0705,0.0186
253,1,0,9,0,0,1,0,0,0,0,0,0,0,0,1,0.9,0.0705,0.0186
254,1,12,18,30,1,19,10,1480,35.368,217,1,1,24676.6,1,1,0.4,0.0231,0.0477
255,1,3,18,0,0,2,1,49,0,0,0,1,0,0,0.98,0.97,0.0886,0.0408
256,0,0,12,30,0,5,4,400,25.323,300,1,1,3022.5,1,0.9,0.92,0.0915,0.0083
257,1,0,19,0,0,1,0,0,0,0,0,0,0,0,1,0.54,0.0428,0.0098
258,0,5,6,28,0,0,3,150,49.431,31.02,1,1,4341.6,1,0.99,0.12,0.0004,0.072
259,0,21,24,3,12,21,7,290,0,0,1,1,0.5,0,1,0.4,0.0231,0.0477
260,0,6,13,5,3,3,4,120,8.162,14,1,1,17.4,1,0.93,0.92,0.0643,0.0382
261,1,30,20,1,12,18,2,60,0,0,1,1,0.1,0,0.97,0.92,0.0643,0.0382
262,1,10,26,23,3,7,3,360,5.399,30,1,1,5960.1,1,0.98,0.46,0.0239,0.0091
263,1,5,6,0,30,30,2,70,0,0,0,1,0,0,0.87,0.54,0.0428,0.0098
264,0,21,27,12,2,7,3,500,30.845,0,1,1,744.4,1,0.69,0.85,0.0756,0.0531
265,1,30,29,21,6,23,3,230,0,0.01,1,1,5414.6,1,0.95,0.66,0.0467,0.021
266,0,29,29,4,7,18,4,340,0,0,1,1,7.7,0,0.98,0.54,0.0428,0.0098
267,0,1,30,1,28,27,2,130,0.188,2,1,1,0,0,0.99,0.12,0.0164,-0.0004
268,1,2,27,0,0,0,0,0,0,0,0,0,0,0,0.99,0.92,0.0915,0.0083
269,0,18,25,27,0,14,4,193,46.766,15,1,1,3745,1,0.97,0.98,0.0903,0.0204
270,1,30,30,30,28,29,1,5000,850.942,0,1,1,4016.3,0,0.99,0.97,0.0886,0.0408
271,0,6,16,1,1,5,1,130,0,0,1,1,0,0,0.99,0.98,0.0903,0.0204
272,1,0,13,4,7,16,0,0,0,0,1,0,0.4,0,1,0.27,0.028,0.0253
273,1,9,15,2,0,1,3,140,0,0,1,1,0.4,0,0.97,0.27,0.028,0.0253
274,1,10,26,4,8,26,2,150,3.438,16,1,1,1265.3,1,0.96,0.3,0.0333,0.0184
275,0,30,30,30,1,5,7,1050,170.995,0,1,1,10227.7,1,0.99,0.84,0.0839,0.0386
276,0,3,8,26,26,30,3,250,22.503,160,1,1,1140.9,1,1,0.8,0.0556,0.0479
277,0,22,24,1,23,27,2,300,0,0,1,1,0.1,0,0.97,0,0.0088,0.0317
278,0,10,8,14,0,1,2,96,0,13,1,1,280.7,1,0.96,0.52,0.0315,0.0187
279,0,19,22,3,2,3,4,200,0,0,1,1,3.1,0,0.97,0.9,0.0705,0.0186
280,1,2,20,0,9,15,1,100,0,0,0,1,0,0,0.94,0.83,0.0743,-0.0108
281,0,29,27,30,0,28,5,720,45.396,0,1,1,6353.3,1,0.99,0.96,0.0809,0.0286
282,0,11,20,1,1,1,3,110,2.7,0,1,1,0,0,0.98,0.54,0.0483,0.0178
283,0,7,14,11,1,13,3,150,52.069,53,1,1,2730.5,0,1,0.92,0.0643,0.0382
284,0,9,1,14,0,5,4,200,0.016,0,1,1,626.5,1,0.97,0.9,0.0705,0.0186
285,1,12,23,0,1,4,4,300,0,0,0,1,0,0,0.97,0.57,0.0339,0.0124
286,1,7,4,28,0,1,6,1050,148.927,12,1,1,12813.8,1,1,0.29,0.0105,0.0455
287,1,5,13,6,0,2,2,100,1.552,17.01,1,1,276.9,1,0.93,0.4,0.0315,-0.0036
288,0,25,19,5,12,7,9,400,5.4,0.1,1,1,0.1,0,0.93,0.96,0.0849,0.0671
289,1,30,29,30,26,28,0,0,0,0,1,0,3993.4,1,1,0.29,0.0316,0.0864
290,0,0,1,11,0,6,3,100,60.21,11,1,1,108,1,0.98,0.79,0.0466,0.0136
291,1,19,20,30,11,17,6,220,26.485,98,1,1,3127.1,1,0.97,0.69,0.0597,-0.0104
292,0,4,12,1,1,2,2,80,0,0,1,1,0.1,0,0.95,0.52,0.0394,0.0532
293,0,21,23,1,0,5,2,150,0,0,1,1,17,0,0.97,0.78,0.0465,0.0156
294,0,26,28,3,2,14,1,600,0,0,1,1,24,0,1,0.78,0.0465,0.0156
295,0,1,1,13,1,1,2,200,80.587,54,1,1,1493.3,1,1,0.12,0.0004,0.072
296,0,2,1,3,0,0,1,90,0,0,1,1,90.3,0,1,0.12,0.0004,0.072
297,1,30,24,30,2,20,5,230,42.227,0,1,1,3106.9,1,0.99,0.25,0.0249,0.0092
298,1,0,22,0,0,1,0,0,0,0,0,0,0,0,0.96,0.52,0.0315,0.0187
299,1,3,7,8,2,2,3,210,21.823,123,1,1,1306.2,1,1,0.98,0.0903,0.0204
300,1,0,19,30,24,29,3,400,68.76,86.03,1,1,3652.8,1,1,0.68,0.0645,0.0304
301,0,6,23,19,24,30,8,350,63.724,126,1,1,3386.9,1,0.96,0.97,0.0886,0.0408
302,1,2,2,12,0,1,2,70,19.434,60,1,1,999.9,1,1,0.64,0.0709,0.034
303,0,13,20,10,1,5,2,200,23.865,0.01,1,1,137.9,0,0.99,0.98,0.0903,0.0204
304,0,6,17,1,0,4,1,50,1.35,0,1,1,0,0,0.9,0.51,0.0463,0.0073
305,0,30,26,1,3,2,6,550,0,0,1,1,0,0,0.98,0.96,0.0849,0.0671
306,0,14,12,2,0,3,2,200,1.35,0,1,1,0,0,1,0.99,0.0788,0.0405
307,1,30,27,0,17,24,4,400,0,0,0,1,0,0,0.96,0.92,0.0997,0.0498
308,1,13,22,0,0,3,2,130,0,0,0,1,0,0,1,0.96,0.0849,0.0671
309,1,30,30,0,0,7,9,600,0,0,0,1,0,0,0.96,0.79,0.0466,0.0136
310,1,25,29,13,30,29,7,410,21.028,0,1,1,147.8,1,0.97,0.97,0.0886,0.0408
311,1,3,0,12,0,2,1,130,23.826,0,1,1,1506,1,0.83,0.94,0.0616,-0.0008
312,1,7,27,0,4,3,2,80,0,0,0,1,0,0,1,0.71,0.0611,0.0075
313,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0.98,0.0903,0.0204
314,0,22,30,27,29,30,4,680,13.351,0,1,1,6443.4,1,0.98,0.79,0.0466,0.0136
315,0,6,8,30,29,29,5,460,193.845,0.02,1,1,4581.8,1,0.8,0.41,0.0407,0.0211
316,1,1,28,0,0,1,0,0,0,0,0,0,0,0,0.96,0.34,0.0293,0.006
317,0,30,30,23,3,11,13,1400,149.156,336,1,1,10225,1,0.98,0.57,0.0339,0.0124
318,1,29,16,27,0,1,2,200,18,28,1,1,1668.9,1,0.99,0.92,0.0643,0.0382
319,0,3,14,14,0,5,2,189,0.115,174,1,1,1987.6,1,0.93,0.69,0.0597,-0.0104
320,0,3,0,8,1,0,1,100,51.009,0,1,1,65.5,0,1,0.47,0.0273,-0.0075
321,1,18,20,0,0,3,4,140,0,0,0,1,0,0,0.95,0.42,0.0327,0.0091
322,1,18,14,27,10,9,3,500,11.078,374.03,1,1,3751.7,1,0.95,0.99,0.0788,0.0405
323,1,7,10,0,1,1,1,100,0,0,0,1,0,0,0.93,0,0.0129,-0.0603
324,0,14,30,1,4,11,5,400,0,0,1,1,0.2,0,0.95,0.78,0.0465,0.0156
325,1,29,28,2,0,11,7,720,0,0,1,1,0.3,0,0.96,0.42,0.0327,0.0091
326,1,12,15,0,0,4,3,130,0,0,0,1,0,0,1,0.96,0.0849,0.0671
327,1,10,14,11,4,12,1,100,0,0,1,1,330.5,0,0.98,0.78,0.0465,0.0156
328,0,27,25,1,0,2,7,350,1.35,0,1,1,0,0,0.97,0.8,0.0831,0.0223
329,1,6,7,0,25,13,2,100,0,0,0,1,0,0,0.97,0.1,0.0199,0.0156
330,1,30,29,0,0,0,3,110,0,0,0,1,0,0,0.97,0.64,0.0445,0.0345
331,0,0,0,15,0,0,2,223,46.58,150,1,1,1138,0,1,0.96,0.0809,0.0286
332,0,0,4,26,1,2,3,300,0,75,1,1,2080.6,1,0,0.99,0.0788,0.0405
333,0,17,23,1,22,25,5,330,2.25,0,1,1,0.6,0,0.93,0.12,0.0164,-0.0004
334,0,3,12,5,0,4,1,230,74.028,0,1,1,2225.5,1,1,0.84,0.0552,-0.0028
335,0,11,24,1,0,1,2,200,1.35,0,1,1,0,0,1,0.48,0.0586,-0.0088
336,1,4,8,16,1,5,5,210,70.145,147,1,1,3402.3,1,1,0.96,0.0849,0.0671
337,1,9,14,0,8,9,3,250,0,0,0,1,0,0,0.96,0.92,0.0915,0.0083
338,1,11,10,9,8,8,4,650,13.5,16,1,1,1357.7,1,0.96,0.12,0.0004,0.072
339,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0.98,0.92,0.0643,0.0382
340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.0004,0.072
341,1,9,25,7,1,0,1,100,9.45,0,1,1,0,0,0.97,0.46,0.0445,-0.0081
342,0,0,1,19,0,0,4,530,59.754,75,1,1,3574.1,0,1,0.51,0.0463,0.0073
343,1,15,25,0,4,16,6,295,0,0,0,1,0,0,0.95,0.46,0.0427,0.0026
344,0,21,27,28,11,18,4,480,0.118,0,1,1,4924.4,1,0.97,0.69,0.0597,-0.0104
345,1,29,22,17,2,12,6,1150,96.381,96,1,1,1384.5,1,1,0.85,0.0756,0.0531
346,0,9,11,8,0,2,1,170,6.128,0,1,1,721.4,0,0.99,0.92,0.0997,0.0498
347,0,17,26,11,2,1,3,150,4.05,0,1,1,5,1,0.98,0.73,0.0523,0.0245
348,1,29,23,0,30,29,7,750,0,0,0,1,0,0,0.97,0.69,0.0597,-0.0104
349,1,28,13,0,0,1,0,0,0,0,0,0,0,0,0.93,0,0.008,0.0109
350,0,21,20,1,0,6,4,250,2.7,0,1,1,0,0,0.97,0.45,0.0206,0.039
351,0,21,23,30,14,21,5,820,32.349,0.01,1,1,12460.7,1,0.95,0.85,0.0756,0.0531
352,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.41,0.0344,0.0018
353,1,0,5,6,0,4,0,0,5.862,0,1,0,1811.1,1,0.9,0.85,0.0756,0.0531
354,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.0466,0.0136
355,1,24,26,29,14,26,1,2070,0,0,1,1,15247.8,0,1,0.96,0.0849,0.0671
356,0,24,24,1,26,28,6,465,0,0,1,1,0,0,0.96,0.52,0.0315,0.0187
357,0,7,21,6,1,2,1,50,11.261,0,1,1,1.9,0,1,0.5,0.0324,0.0015
358,1,0,0,28,0,2,1,50,31.95,0,1,1,404.8,1,1,0.28,0.0564,0.0142
359,1,1,0,18,0,2,2,360,2.756,0,1,1,5390.4,0,1,0.96,0.0849,0.0671
360,0,30,30,29,24,29,13,1745,0,0,1,1,14586.9,1,1,0.96,0.0849,0.0671
361,1,14,28,3,17,15,1,245,0,0,1,1,0.3,0,0.92,0.79,0.0466,0.0136
362,0,19,22,10,2,3,10,490,59.4,0,1,1,0.6,0,0.95,0.34,0.0293,0.006
363,1,10,29,0,2,23,3,200,0,0.01,0,1,0,0,0.98,0.9,0.0705,0.0186
364,0,11,20,4,0,1,4,180,7.5,15,1,1,263,0,1,0.96,0.0849,0.0671
365,0,10,28,21,0,2,3,300,12.424,102.03,1,1,814.6,1,0.98,0.68,0.0645,0.0304
366,1,21,30,30,30,30,7,870,10.282,245.01,1,1,10077.9,1,0.99,0.84,0.0839,0.0386
367,1,16,13,28,0,0,1,100,0,0,1,1,50.9,1,0.97,0.94,0.0616,-0.0008
368,1,2,17,0,0,0,0,0,0,0,0,0,0,0,1,0.41,0.0154,0.0492
369,0,7,28,22,3,9,2,139,40.252,22,1,1,1074.3,1,0.93,0.93,0.0723,0.0294
370,0,30,30,9,6,7,12,830,0.26,84,1,1,500.7,0,0.97,0.96,0.0809,0.0286
371,0,1,21,29,26,29,2,230,8.496,114.01,1,1,2466.3,1,1,0.12,0.0004,0.072
372,1,5,5,0,0,3,3,150,0,0,0,1,0,0,0.95,0.79,0.0466,0.0136
373,0,14,21,9,0,2,3,230,47.254,84,1,1,424.9,1,0.94,0.92,0.0915,0.0083
