IDENTITY_ID,TARGET_FLAG,OB_VC_Actv_Days,IB_VC_Actv_Days,GPRS_Actv_Days,OB_SMS_Actv_Days,IB_SMS_Actv_Days,RECH_Actv_Days,RECH_AMT,GPRS_REV,GPRS_SUB_REV,GPRS_FLAG,RECH_FLAG,GPRS_VOL_MB,Tech_Awareness,NW Experience,Sites_Perc,Target_SUB_Perc,Target_Conv_Perc
1339,1,28,28,0,0,3,4,140,0,0,0,1,0,0,0.98,0.5,0.0324,0.0015
1340,1,12,16,21,0,0,1,120,13.274,0,1,1,2013.4,1,0.93,0.93,0.0723,0.0294
1341,0,3,28,4,28,28,1,100,5.891,0,1,1,1.5,0,0.96,0.9,0.0901,0.1266
1342,1,1,19,1,0,1,1,30,0,12,1,1,2.9,0,0.96,0.8,0.0831,0.0223
1343,1,30,28,4,0,10,4,185,0,0,1,1,0,0,0.96,0.79,0.0466,0.0136
1344,0,30,30,3,30,30,13,738,0,0,1,1,162.9,0,0.98,0.57,0.0339,0.0124
1345,1,29,28,0,1,1,9,510,0,0,0,1,0,0,0.95,0.92,0.0643,0.0382
1346,1,6,14,0,3,5,3,130,0,1,0,1,0,0,0.98,0.96,0.0849,0.0671
1347,1,16,30,0,0,10,4,200,0,0,0,1,0,0,1,0.98,0.0903,0.0204
1348,0,8,22,5,6,8,2,100,32.318,0,1,1,2.7,0,0.97,0.78,0.0465,0.0156
1349,1,11,21,0,0,3,1,100,0,0,0,1,0,0,0.97,0.94,0.0616,-0.0008
1350,1,30,29,0,3,4,7,270,0,0,0,1,0,0,0.99,0.47,0.0321,0.014
1351,0,30,30,4,0,5,3,550,0,0,1,1,234.6,1,0.98,0.78,0.0465,0.0156
1352,1,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0.12,0.0004,0.072
1353,1,29,26,0,0,17,8,615,0,0,0,1,0,0,0.98,0.59,0.0458,0.0023
1354,1,28,26,0,0,0,10,470,0,0,0,1,0,0,0.97,0.52,0.0315,0.0187
1355,1,17,30,0,1,10,9,270,0,0,0,1,0,0,0.98,0.42,0.0327,0.0091
1356,0,10,15,9,0,2,2,140,45.949,8,1,1,28.3,1,0.94,0.71,0.0611,0.0075
1357,0,20,21,28,3,7,1,350,0,0,1,1,559.2,1,0.99,0.92,0.0915,0.0083
1358,0,20,24,30,0,2,5,900,26.25,0,1,1,7847.6,1,0.99,0.9,0.0705,0.0186
1359,0,4,3,3,0,2,2,100,0,45,1,1,1166.6,1,0.95,0.78,0.0465,0.0156
1360,1,10,15,14,2,1,2,360,0,0,1,1,2775.4,1,0.93,0.96,0.0849,0.0671
1361,0,20,27,27,6,8,3,600,33.061,0.01,1,1,5108.9,1,0.98,0.9,0.0705,0.0186
1362,1,4,11,0,0,3,0,0,0,0,0,0,0,0,0.96,0.12,0.0004,0.072
1363,0,8,19,7,1,6,3,320,0.131,0,1,1,3987.3,1,0.97,0.41,0.0154,0.0492
1364,0,0,2,7,1,2,1,225,29.282,150,1,1,214.1,0,1,0.79,0.0466,0.0136
1365,1,12,20,0,9,12,2,200,0,0,0,1,0,0,1,0.41,0.0407,0.0211
1366,0,21,30,28,1,15,2,550,0,0,1,1,3000.8,1,1,0.4,0.0231,0.0477
1367,1,30,29,30,28,30,2,1200,0,0,1,1,1740.8,1,0.96,0.78,0.0465,0.0156
1368,0,0,10,6,7,12,1,50,19.148,1.01,1,1,112.9,0,1,0.98,0.0903,0.0204
1369,1,26,13,0,18,19,2,150,0,0,0,1,0,0,0.99,0.51,0.0463,0.0073
1370,0,3,23,2,3,14,2,350,129.9,0,1,1,13.9,1,1,0.97,0.0886,0.0408
1371,0,12,1,26,4,3,3,599,42.912,170,1,1,9218.4,1,0.88,0.48,0.0586,-0.0088
1372,1,21,18,12,29,30,9,550,6,100,1,1,1608,1,0.95,0.42,0.0327,0.0091
1373,1,29,27,0,19,23,4,235,0,0,0,1,0,0,0.96,0.52,0.0315,0.0187
1374,0,24,28,22,1,3,5,1035,113.14,341,1,1,5364.9,1,0.97,0.9,0.0705,0.0186
1375,1,26,26,30,7,13,6,1050,9.94,0,1,1,15646.2,1,0.99,0.84,0.0839,0.0386
1376,0,10,26,1,0,3,2,95,0,0,1,1,0,0,0.95,0.79,0.0466,0.0136
1377,1,10,28,5,0,1,5,170,18.9,0,1,1,0.1,0,0.92,0.99,0.0943,0.0147
1378,0,30,30,5,30,28,6,600,6.872,0,1,1,234.7,0,0.99,0.78,0.0465,0.0156
1379,0,11,17,15,2,2,8,500,142.267,0,1,1,81.2,1,0.96,0.69,0.0553,0.0016
1380,0,30,30,30,20,25,2,850,0,7,1,1,5361.1,1,0.95,0.77,0.0631,0.0179
1381,0,7,9,7,0,3,3,350,110.018,0,1,1,107.9,0,0.85,0.12,0.0004,0.072
1382,0,29,21,24,11,15,6,850,10.719,237.56,1,1,4021.5,1,0.99,0.59,0.0458,0.0023
1383,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0.79,0.0466,0.0136
1384,0,10,12,4,1,5,3,150,1.396,0,1,1,6.8,0,0.96,0.56,0.0586,0.0476
1385,1,4,12,0,0,0,2,60,0,0,0,1,0,0,0.99,0.12,0.0004,0.072
1386,0,0,7,30,27,28,2,200,33.458,312.01,1,1,4388.5,1,1,0.12,0.0004,0.072
1387,1,14,24,1,4,1,5,250,0,0,1,1,0.1,0,0.96,0.96,0.0849,0.0671
1388,1,29,25,0,2,4,2,86,0,0,0,1,0,0,0.97,0.57,0.0339,0.0124
1389,0,19,25,1,0,2,5,500,12.15,0,1,1,0.9,0,0.97,0.46,0.0239,0.0091
1390,1,20,20,24,1,7,4,550,33.003,3,1,1,6037.6,1,0.99,0.92,0.0997,0.0498
1391,0,4,7,16,2,5,3,350,34.825,247,1,1,5310.8,1,1,0.9,0.0901,0.1266
1392,0,30,29,16,1,9,6,680,51.326,0,1,1,351,0,0.98,0.54,0.0428,0.0098
1393,1,0,6,9,0,2,1,200,0,160,1,1,2676.8,1,0.67,0.78,0.0465,0.0156
1394,1,30,28,30,21,29,16,2050,180.527,782,1,1,9778.6,1,0.95,0.92,0.0643,0.0382
1395,0,5,19,15,0,2,2,319,43.447,150,1,1,1541.3,0,0.95,0.8,0.0831,0.0223
1396,1,8,9,1,0,2,4,185,0,0,1,1,0,0,0.93,0.52,0.0315,0.0187
1397,0,16,28,2,0,1,1,100,4.05,0,1,1,0,0,0.95,0.98,0.0903,0.0204
1398,1,3,25,6,0,2,1,100,2.7,0,1,1,0,0,0.97,0.96,0.0849,0.0671
1399,0,5,13,9,19,21,5,190,23.267,2.01,1,1,351.2,1,0.91,0.23,0.0269,0.0265
1400,0,6,16,13,0,16,6,200,56.077,7,1,1,607.9,1,0.92,0.57,0.0339,0.0124
1401,1,9,28,0,1,3,2,80,0,0,0,1,0,0,1,0.79,0.0466,0.0136
1402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.12,0.0004,0.072
1403,1,24,21,2,0,5,2,80,0,0,1,1,0.6,0,0.96,0.42,0.0327,0.0091
1404,0,14,17,14,0,5,2,400,0,0,1,1,7664,1,0.98,0.9,0.0705,0.0186
1405,1,18,18,0,10,10,4,135,0,0,0,1,0,0,0.92,0.9,0.0705,0.0186
1406,1,30,28,0,28,30,2,450,0,0,0,1,0,0,0.99,0.85,0.0756,0.0531
1407,0,19,17,12,5,20,10,1100,488.179,16,1,1,1762.5,1,0.93,0.8,0.0831,0.0223
1408,0,9,17,4,2,13,2,200,0,42,1,1,80.8,0,0.95,0.79,0.0466,0.0136
1409,1,24,28,1,0,9,5,330,0,0,1,1,0.1,0,0.97,0.93,0.0723,0.0294
1410,1,14,8,22,0,10,1,30,29.928,0,1,1,1084,1,1,0.71,0.0611,0.0075
1411,0,30,24,2,29,28,10,540,0,1,1,1,0.1,0,0.98,0.96,0.0849,0.0671
1412,0,12,17,23,0,2,1,220,0,170,1,1,2778.9,1,1,0.27,0.028,0.0253
1413,1,29,29,0,2,9,4,530,0,0,0,1,0,0,0.96,0.57,0.0339,0.0124
1414,0,6,19,5,0,1,2,100,1.35,0,1,1,0,0,0.98,0.47,0.0273,-0.0075
1415,0,16,25,3,1,3,2,200,0,0,1,1,0,0,0.97,0.79,0.0466,0.0136
1416,0,30,30,6,0,7,8,800,136.5,0,1,1,96.6,1,0.99,0.92,0.0915,0.0083
1417,1,27,21,28,28,30,13,1850,179.278,544.78,1,1,18011.1,1,0.96,0.97,0.0886,0.0408
1418,1,8,5,3,0,4,1,50,7.501,0,1,1,302,0,0.97,0.99,0.0943,0.0147
1419,0,1,10,2,3,5,2,97,1.35,0,1,1,0.1,0,1,0.79,0.0177,-0.0285
1420,1,1,4,2,1,1,1,50,24.125,24,1,1,1016,0,1,0.9,0.0901,0.1266
1421,1,21,30,0,0,22,7,230,0,0,0,1,0,0,0.89,0,0.0228,0.1219
1422,1,30,30,10,7,10,7,700,0,176,1,1,2048.7,1,0.92,0.99,0.0943,0.0147
1423,0,6,17,28,1,1,1,200,3.544,12.01,1,1,5437.9,1,0.98,0.92,0.0915,0.0083
1424,1,21,25,29,7,9,2,500,0,4.78,1,1,415.1,1,0.98,0.99,0.1007,0.0918
1425,1,22,28,1,2,22,8,395,0,0,1,1,0,0,0.99,0.92,0.0915,0.0083
1426,1,12,12,9,0,2,6,180,18.9,0,1,1,20.8,1,0.98,0.54,0.0428,0.0098
1427,0,22,29,27,1,16,3,930,22.605,0.01,1,1,3902.6,0,0.99,0.85,0.0756,0.0531
1428,1,5,17,0,0,1,2,150,0,0,0,1,0,0,0.86,0.44,0.044,0.0559
1429,0,22,19,5,1,4,6,390,43.206,0,1,1,2.6,0,0.96,0.99,0.1007,0.0918
1430,0,9,16,14,0,0,3,210,11.267,0,1,1,26.7,1,0.98,0.79,0.0466,0.0136
1431,1,15,16,8,5,4,6,220,26.296,22,1,1,553.4,1,0.99,0.8,0.0831,0.0223
1432,1,30,30,29,22,24,0,0,473.346,0,1,0,4967.5,1,0.99,0.41,0.0407,0.0211
1433,0,30,24,27,1,3,5,760,13,0,1,1,6165.9,0,1,0.92,0.0997,0.0498
1434,0,17,30,9,16,23,7,400,9.22,0,1,1,23.3,1,0.99,0.9,0.0901,0.1266
1435,0,4,30,19,1,14,4,190,48.95,0.03,1,1,256,1,0.97,0.71,0.0611,0.0075
1436,0,0,2,19,0,0,3,200,7.786,117,1,1,1065.3,1,1,0.98,0.0903,0.0204
1437,1,9,27,0,2,2,2,80,0,0,0,1,0,0,1,0.47,0.0321,0.014
1438,0,12,22,20,0,6,2,369,0,0,1,1,3875.4,1,0.9,0.9,0.0901,0.1266
1439,1,0,0,0,1,0,1,50,0,0,0,1,0,0,0,0.12,0.0004,0.072
1440,1,18,7,0,3,6,2,150,0,0,0,1,0,0,0.8,0.66,0.0467,0.021
1441,0,30,28,4,3,23,9,1158,51.875,160,1,1,4615.5,1,0.97,0.84,0.0552,-0.0028
1442,1,29,27,0,29,30,0,0,0,0,0,0,0,0,0.99,0.96,0.0849,0.0671
1443,0,4,25,1,4,9,2,80,0,0,1,1,0,0,0.97,0.46,0.0435,0.0131
1444,0,19,22,2,1,10,2,100,0,0,1,1,0.6,0,0.91,0.46,0.0445,-0.0081
1445,0,30,28,9,7,26,16,770,0,0,1,1,76.4,0,0.97,0.4,0.0315,-0.0036
1446,0,25,29,1,6,13,7,350,0,0,1,1,0,0,0.98,0.39,0.0177,0.0533
1447,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0.049
1448,1,24,29,25,26,29,2,550,0,0,1,1,467.4,1,0.98,0.68,0.0645,0.0304
1449,1,4,6,0,0,1,1,50,0,0,0,1,0,0,0.99,0.78,0.0465,0.0156
1450,1,30,30,0,21,13,5,1000,0,0,0,1,0,0,0.94,0.54,0.0428,0.0098
1451,0,0,2,30,0,3,4,680,67.564,385.01,1,1,5231.9,1,1,0.92,0.0915,0.0083
1452,1,0,16,2,0,4,0,0,0,0,1,0,2.3,0,1,0.42,0.0327,0.0091
1453,1,7,21,0,1,1,2,60,0,0,0,1,0,0,0.93,0.71,0.0611,0.0075
1454,0,28,29,3,9,8,4,500,6.75,0,1,1,0.4,0,0.93,0.97,0.0886,0.0408
1455,1,30,24,0,3,20,9,1100,0,0,0,1,0,0,0.87,0.64,0.0123,-0.0083
1456,0,30,29,1,23,29,7,700,0,0,1,1,0.1,0,0.97,0.99,0.0943,0.0147
1457,0,29,30,1,15,20,7,690,0,0,1,1,0.1,0,0.93,0.94,0.0616,-0.0008
1458,0,5,10,2,29,29,2,90,0,0,1,1,33.7,0,1,0.28,0.0564,0.0142
1459,1,29,30,0,3,13,9,530,0,0,0,1,0,0,0.98,0.64,0.0123,-0.0083
1460,0,30,29,2,5,9,0,0,0,0,1,0,1.6,0,0.99,0.54,0.0428,0.0098
1461,0,25,27,16,0,2,11,690,163.713,137,1,1,1708.6,1,0.99,0.64,0.0709,0.034
1462,1,0,18,1,0,3,0,0,0,0,1,0,0,0,1,0.34,0.0293,0.006
1463,1,17,22,0,0,3,1,145,0,0,0,1,0,0,0.97,0.44,0.0443,0.0263
1464,0,1,4,30,2,14,1,900,72.836,751,1,1,6764.9,1,1,0.93,0.0723,0.0294
1465,1,19,16,0,1,3,4,460,0,0,0,1,0,0,0.99,0.92,0.0997,0.0498
1466,1,29,28,25,20,29,3,300,7.351,0,1,1,1064.7,0,0.97,0.46,0.0427,0.0026
1467,0,30,26,2,0,13,7,550,0,0,1,1,0,0,0.86,0.99,0.1007,0.0918
1468,1,1,7,3,4,4,1,50,12.15,0,1,1,0.1,0,1,0.96,0.0849,0.0671
1469,0,15,29,1,7,20,3,170,0,0,1,1,0,0,0.96,0.94,0.0616,-0.0008
1470,0,23,23,8,4,10,2,300,5.332,0,1,1,2016.1,1,1,0.97,0.0886,0.0408
1471,0,24,28,6,4,4,8,450,33.041,0,1,1,57.9,1,0.93,0.99,0.0943,0.0147
1472,1,23,29,3,5,13,4,280,0,0,1,1,2.9,0,0.95,0.67,0.0643,0.0194
1473,0,5,21,25,0,2,2,370,196.269,170,1,1,1675.2,1,0.97,0.8,0.0831,0.0223
1474,0,27,26,2,0,3,6,600,0,0,1,1,0.7,0,0.91,0.96,0.0849,0.0671
1475,1,28,26,5,2,6,4,120,0,0,1,1,107.5,1,0.98,0.99,0.0943,0.0147
1476,1,29,30,29,28,30,11,765,76.885,2.02,1,1,9506.1,1,0.98,0.78,0.0465,0.0156
1477,0,25,28,2,0,0,9,385,0,0,1,1,0,0,0.98,0.97,0.0886,0.0408
1478,0,25,16,6,2,8,3,140,0,0,1,1,0.1,0,0.96,0.79,0.0466,0.0136
1479,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0.12,0.0004,0.072
1480,0,21,30,15,1,2,7,640,0,245,1,1,2091.4,0,0.97,0.99,0.0943,0.0147
1481,0,10,10,2,8,8,3,250,0,0,1,1,4.9,0,0.99,0.12,0.0004,0.072
1482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.0004,0.072
1483,1,28,29,0,0,3,5,300,0,0,0,1,0,0,0.98,0.41,0.0407,0.0211
1484,0,30,30,24,23,29,7,1095,259.667,226.02,1,1,3704.8,1,0.97,0.98,0.0903,0.0204
1485,1,2,0,0,0,0,1,30,0,0,0,1,0,0,1,0.96,0.0849,0.0671
1486,1,6,13,28,21,22,3,400,25.281,188.01,1,1,2742.5,1,0.96,0.78,0.0465,0.0156
1487,0,1,5,30,4,8,2,650,0,0,1,1,7477.3,1,0.97,0.64,0.0709,0.034
1488,1,30,27,0,0,2,1,50,0,0,0,1,0,0,0.99,0.41,0.0407,0.0211
1489,0,3,5,7,0,2,2,365,21.125,0,1,1,6432.6,1,1,0.92,0.0915,0.0083
1490,0,23,11,1,0,0,3,200,4.05,0,1,1,0.2,0,0.97,0.77,0.0631,0.0179
1491,0,30,28,1,2,2,5,375,0,0,1,1,0,0,0.95,0.38,0.0351,0.0662
1492,0,6,6,30,0,1,1,300,0,170,1,1,601.7,1,0.98,0.98,0.0903,0.0204
1493,1,0,20,0,0,1,0,0,0,0,0,0,0,0,0.92,0.9,0.0901,0.1266
1494,1,26,29,12,27,28,6,550,0,1,1,1,92.8,1,0.95,0.56,0.0586,0.0476
1495,0,20,19,23,9,12,3,170,3.5,0,1,1,2036.3,1,0.96,0.77,0.0631,0.0179
1496,0,6,28,7,0,3,3,150,10.8,0,1,1,0,0,1,0.07,0.0225,0.0591
1497,1,30,29,0,2,1,1,50,0,0,0,1,0,0,0.97,0.41,0.0407,0.0211
1498,1,28,28,3,1,7,8,580,1.35,0,1,1,0.1,0,0.96,0.66,0.0467,0.021
1499,1,30,30,19,22,29,16,1698,41.08,0,1,1,125.7,0,1,0.96,0.0849,0.0671
1500,1,0,21,2,0,20,0,0,0.754,0,1,0,0.2,0,1,0.98,0.0903,0.0204
1501,1,30,28,30,3,27,15,960,25.496,106.01,1,1,12110.5,1,0.99,0.54,0.0428,0.0098
1502,1,22,28,7,0,3,7,210,10.8,0,1,1,0.2,0,0.96,0.54,0.0428,0.0098
1503,0,30,28,1,1,2,5,500,0,0,1,1,0,0,0.98,0.07,0.0225,0.0591
1504,0,29,29,1,22,28,1,350,0,0,1,1,0,0,0.95,0,0.0137,0.0276
1505,1,11,20,0,0,5,5,235,0,0,0,1,0,0,0.91,0.97,0.0886,0.0408
1506,1,22,11,9,0,5,0,0,0,0,1,0,60.1,0,0.99,0.96,0.0849,0.0671
1507,1,29,28,0,0,4,2,400,0,0,0,1,0,0,0.97,0.4,0.0315,-0.0036
1508,0,30,24,22,1,23,8,1000,22.188,168,1,1,3401.2,1,0.94,0.85,0.0756,0.0531
1509,1,21,19,0,1,21,3,900,0,0,0,1,0,0,0.88,0,0.0135,0.0707
1510,0,0,1,15,1,1,1,100,0.126,75,1,1,899.7,1,1,0.92,0.0915,0.0083
1511,1,7,19,0,2,2,2,80,0,0,0,1,0,0,0.99,0.92,0.0915,0.0083
1512,1,4,26,0,2,1,1,30,0,0,0,1,0,0,0.99,0.85,0.0756,0.0531
1513,0,8,14,1,16,16,3,230,1.5,0,1,1,0.1,0,1,0.85,0.0756,0.0531
1514,1,3,0,3,0,0,0,0,50.536,42,1,0,3600.2,1,1,0.12,0.0004,0.072
1515,0,11,29,10,1,10,7,230,14.913,18,1,1,622.5,1,1,0.66,0.0467,0.021
1516,0,19,20,24,2,10,3,1400,59.468,460.01,1,1,11070.6,1,0.97,0.79,0.0466,0.0136
1517,0,2,1,1,0,4,1,50,9.329,12,1,1,218.2,1,1,0.8,0.0831,0.0223
1518,1,2,9,0,0,11,0,0,0,0,0,0,0,0,0.94,0.65,0.0434,-0.0067
1519,1,0,1,15,0,0,1,35,0.022,31,1,1,1620.3,1,1,0.12,0.0004,0.072
1520,0,13,27,22,5,6,10,710,42.289,105.01,1,1,16806.2,1,1,0.96,0.0849,0.0671
1521,0,30,29,4,30,29,10,1160,0,0,1,1,29.1,0,0.99,0.79,0.0466,0.0136
1522,0,30,25,12,2,26,8,750,16.65,0,1,1,6.2,0,0.94,0.98,0.0903,0.0204
1523,1,3,12,0,0,0,2,60,0,0,0,1,0,0,0.99,0.68,0.0645,0.0304
1524,1,24,27,16,3,8,1,350,0,0,1,1,65.6,1,0.97,0.64,0.0709,0.034
1525,1,13,12,28,0,4,5,590,29.256,0,1,1,7558.3,1,0.96,0.46,0.0445,-0.0081
1526,0,29,29,26,2,13,9,730,3.063,0,1,1,5656.4,1,0.98,0.79,0.0466,0.0136
1527,1,0,3,1,0,4,0,0,0,0,1,0,0,0,0.57,0.96,0.0849,0.0671
1528,1,30,30,17,6,4,4,300,0,0,1,1,10.7,0,0.98,0.57,0.0339,0.0124
1529,1,4,18,0,26,29,1,50,0,0,0,1,0,0,0.96,0.64,0.0709,0.034
1530,1,20,28,0,0,1,4,150,0,0,0,1,0,0,0.97,0.92,0.0643,0.0382
1531,1,30,30,0,1,9,4,810,0,0,0,1,0,0,0.93,0.94,0.0616,-0.0008
1532,1,6,11,0,0,2,2,60,0,0,0,1,0,0,0.99,0.46,0.0427,0.0026
1533,0,10,22,30,1,4,8,655,179.953,180.03,1,1,701.2,1,1,0.92,0.0915,0.0083
1534,1,30,26,29,28,28,6,800,0,255.01,1,1,6443.5,1,0.95,0.59,0.0458,0.0023
1535,1,16,17,0,0,6,6,300,0,16,0,1,0,0,0.96,0.79,0.0466,0.0136
1536,0,7,24,21,29,29,4,350,71.09,47,1,1,174.1,1,0.93,0.99,0.1007,0.0918
1537,0,9,25,2,1,0,4,190,1.35,0,1,1,0.4,0,0.94,0.41,0.0154,0.0492
1538,1,10,7,11,2,1,1,260,0,0,1,1,147.1,1,0.91,0.12,0.0004,0.072
1539,0,26,24,18,23,18,17,640,9.712,181.03,1,1,6290.8,1,0.99,0.96,0.0849,0.0671
1540,0,27,21,6,4,12,9,750,0,0,1,1,0.2,0,1,0.96,0.0849,0.0671
1541,1,0,25,10,0,0,0,0,0.038,0.01,1,0,306.4,0,0.99,0.73,0.0523,0.0245
1542,0,23,26,1,1,4,3,200,4.05,0,1,1,0.2,0,0.98,0.98,0.0903,0.0204
1543,1,3,4,0,0,0,1,50,0,0,0,1,0,0,0.82,0.57,0.0551,0.0189
1544,0,16,18,16,22,24,4,370,3,185,1,1,3916.4,1,1,0.92,0.0915,0.0083
1545,0,10,24,1,0,4,1,100,1.35,0,1,1,0,0,0.93,0.85,0.0756,0.0531
1546,0,4,1,1,26,24,4,160,9,0,1,1,0.7,0,0.98,0.27,0.028,0.0253
1547,1,13,30,0,0,3,2,100,0,0,0,1,0,0,0.94,0.78,0.0465,0.0156
1548,1,28,30,0,30,9,0,0,0,0,0,0,0,0,0.99,0.9,0.0901,0.1266
1549,0,13,27,8,0,2,3,275,23.384,0,1,1,4089.4,1,0.99,0.8,0.0831,0.0223
1550,1,0,9,2,0,2,0,0,0,0,1,0,0,0,1,0.96,0.0849,0.0671
1551,0,24,20,13,9,18,5,500,30.389,0,1,1,598.9,1,0.94,0.84,0.0839,0.0386
1552,0,7,7,3,2,3,3,240,0,0,1,1,3.3,0,0.97,0.56,0.0586,0.0476
1553,0,0,5,28,0,0,1,250,0,170,1,1,704.5,1,1,0.9,0.0703,0.0117
1554,0,2,6,8,16,22,1,100,32.263,0,1,1,17.9,0,1,0.96,0.0849,0.0671
1555,0,12,27,17,2,5,4,330,33.682,167,1,1,2812.6,1,0.98,0.4,0.032,0.0077
1556,1,0,14,0,0,1,0,0,0,0,0,0,0,0,1,0.29,0.0105,0.0455
1557,0,3,24,18,22,24,1,100,11.634,1.04,1,1,206.1,0,1,0.96,0.0849,0.0671
1558,0,4,10,2,2,1,3,190,5.05,0,1,1,3.4,0,0.91,0.8,0.0556,0.0479
1559,1,28,30,0,0,0,3,110,0,0,0,1,0,0,0.91,0.8,0.0831,0.0223
1560,0,12,25,30,23,29,13,740,129.219,407.02,1,1,2071.4,1,0.97,0.68,0.0645,0.0304
1561,0,11,20,2,0,2,4,230,0,0,1,1,0,0,0.94,0.54,0.0483,0.0178
1562,0,13,30,3,1,3,4,240,5.769,0,1,1,1.3,0,0.97,0.23,0.0269,0.0265
1563,1,29,29,1,0,8,1,50,13.5,0,1,1,2.9,0,0.97,0.79,0.0466,0.0136
1564,0,8,24,6,0,2,2,150,9,0,1,1,0.6,0,0.95,0.92,0.0915,0.0083
1565,0,16,26,1,0,3,3,300,2.7,0,1,1,0.4,0,0.98,0.54,0.0483,0.0178
1566,1,30,30,30,1,4,4,350,21.75,0,1,1,1357,1,0.97,0.41,0.0344,0.0018
1567,1,0,20,0,0,13,0,0,0,0,0,0,0,0,1,0.92,0.0997,0.0498
1568,1,4,22,0,19,22,3,215,0,0,0,1,0,0,0.86,0,0.008,0.0109
1569,1,10,14,13,15,17,6,350,6.043,22.01,1,1,4196.2,1,1,0.96,0.0849,0.0671
1570,0,18,17,10,0,2,2,450,38.7,0,1,1,1004.8,0,0.97,0.96,0.0809,0.0286
1571,0,30,29,7,20,22,3,800,0,0,1,1,79.9,0,0.97,0.53,0.0283,0.0268
1572,0,12,20,2,2,6,2,100,1.562,0.01,1,1,61.4,0,0.97,0.46,0.0427,0.0026
1573,1,6,29,0,22,29,3,125,0,0,0,1,0,0,0.99,0.99,0.0943,0.0147
1574,1,16,27,1,29,29,5,480,0,0,1,1,0,0,0.99,0.25,0.0249,0.0092
1575,0,18,23,1,27,30,3,250,0,0,1,1,73,0,0.98,0.85,0.0756,0.0531
1576,0,30,24,1,1,3,5,600,0,0,1,1,0,0,0.99,0.78,0.0465,0.0156
1577,1,1,4,0,0,10,0,0,0,0,0,0,0,0,1,0.78,0.0465,0.0156
1578,1,27,14,0,0,14,8,380,0,0,0,1,0,0,0.98,0.41,0.0407,0.0211
1579,0,9,20,5,27,30,2,150,1.35,10,1,1,18.1,0,0.97,0,0.0088,0.0317
1580,1,1,15,3,1,3,1,200,0,0,1,1,2.7,0,1,0.54,0.0483,0.0178
1581,1,15,27,0,0,5,8,325,0,0,0,1,0,0,0.95,0.4,0.0315,-0.0036
1582,1,26,25,5,1,5,3,550,0,0,1,1,0.1,0,0.96,0.12,0.0004,0.072
1583,1,18,24,0,0,0,4,195,0,0,0,1,0,0,0.96,0.46,0.0445,-0.0081
1584,1,5,0,0,0,3,1,50,0,0,0,1,0,0,1,0.3,0.0331,0.0305
1585,0,14,21,17,11,12,8,800,290.362,0,1,1,103.7,0,0.98,0.85,0.0756,0.0531
1586,0,19,29,7,0,6,7,700,0,90,1,1,18.4,0,0.95,0.92,0.0915,0.0083
1587,0,0,24,30,0,10,2,400,0,0,1,1,4697,1,1,0.85,0.0756,0.0531
1588,1,13,25,0,0,0,3,150,0,0,0,1,0,0,0.95,0.96,0.0809,0.0286
1589,0,2,10,1,1,2,0,0,81,0,1,0,7.5,0,1,0.99,0.0788,0.0405
1590,0,18,25,7,7,23,3,300,27.452,12,1,1,53.3,0,0.94,0.84,0.0552,-0.0028
1591,1,4,9,12,0,5,3,250,41.512,0,1,1,563.8,1,0.9,0.92,0.0997,0.0498
1592,0,10,30,3,0,1,3,95,0.754,0,1,1,15.2,1,0.97,0.79,0.0466,0.0136
1593,1,29,27,20,17,22,3,700,0,0,1,1,422.3,1,0.98,0.96,0.0849,0.0671
1594,0,2,3,10,0,8,2,200,125.644,0,1,1,27.7,0,1,0.56,0.0586,0.0476
1595,1,3,13,0,0,2,0,0,0,0,0,0,0,0,1,0.46,0.0427,0.0026
1596,1,19,16,22,4,6,7,380,139.05,0,1,1,0.3,0,0.84,0.54,0.0428,0.0098
1597,0,17,15,6,1,5,5,510,0,160,1,1,2491.5,1,0.96,0.97,0.0886,0.0408
1598,1,1,0,2,0,0,0,0,5.4,0,1,0,0,0,1,0.12,0.0004,0.072
1599,1,5,0,23,0,0,2,80,3.75,0,1,1,1482.5,1,1,0.68,0.0645,0.0304
1600,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0.8,0.52,0.0394,0.0532
1601,1,8,11,0,5,2,2,200,0,0,0,1,0,0,0.99,0.12,0.0004,0.072
1602,0,29,29,23,23,29,4,720,49.591,160,1,1,2738.8,1,0.97,0.92,0.0643,0.0382
1603,0,13,7,13,0,1,0,0,22.95,0,1,0,760,1,1,0.46,0.0435,0.0131
1604,0,29,18,20,1,2,3,150,9.45,0,1,1,446.9,1,1,0.39,0.0177,0.0533
1605,0,23,30,7,28,29,13,790,80.708,107,1,1,1350.1,1,0.98,0.67,0.0643,0.0194
1606,1,12,25,0,0,2,2,145,0,0,0,1,0,0,0.94,0.92,0.0915,0.0083
1607,0,19,17,30,4,14,8,1120,85.211,630,1,1,15658.3,1,0.97,0.12,0.0004,0.072
1608,1,27,30,24,0,4,5,150,27.799,0,1,1,1566.5,0,1,0.4,0.0231,0.0477
